upperbound,upperbound-time
79851,8.225440979003906e-05
174305,3.910064697265625e-05
303187,3.0040740966796875e-05
11102,2.5987625122070312e-05
91976,2.288818359375e-05
1032,3.719329833984375e-05
40325,2.2172927856445312e-05
328064,2.9325485229492188e-05
