upperbound,upperbound-time
90584.0,0.00034689903259277344
34789.0,0.0002491474151611328
79851.0,0.00019979476928710938
171470.0,0.00018405914306640625
281859.0,0.00017690658569335938
1963106.90296422,0.000247955322265625
2779687.537660091,0.00022292137145996094
51770798.71052152,0.00021409988403320312
48708633.98079151,0.00020503997802734375
707295.619817234,0.00021982192993164062
8406615.305098128,0.0002510547637939453
10862274.09578348,0.00028014183044433594
13856965.143060181,0.00024080276489257812
13879371.997110844,0.00022482872009277344
251475875.67234948,0.00021386146545410156
11102.0,0.0001678466796875
174305.0,0.00016689300537109375
303187.0,0.00016427040100097656
328064.0,0.0001609325408935547
41367.80641810089,0.00019884109497070312
40981.51094972688,0.00019407272338867188
60982.37061128477,0.00019788742065429688
583058.6646552067,0.00019693374633789062
755523.4620656641,0.00019311904907226562
1077817.0077191577,0.0001919269561767578
11102.0,0.00015997886657714844
174305.0,0.0001590251922607422
303187.0,0.00015497207641601562
328064.0,0.00015401840209960938
41296.93180625662,0.00019311904907226562
41025.69609499382,0.0001888275146484375
169033.39165759576,0.00021409988403320312
583058.6646552067,0.0001900196075439453
755523.4620656641,0.00018715858459472656
1077817.0077191577,0.0001838207244873047
