upperbound,upperbound-time
2168977092.8018517,0.0011608600616455078
14661043082.554657,0.0008692741394042969
78238121179.99792,0.001046895980834961
9779528018.091837,0.0009500980377197266
48624481075.12829,0.000865936279296875
9726286768.184214,0.00084686279296875
-1.0,0.0
433347467.8086856,0.0008969306945800781
2609989572.443718,0.0008640289306640625
11889370408.44166,0.0007598400115966797
276209436091.805,0.0007269382476806641
14484290494922.887,0.0008220672607421875
2950295441007.9517,0.0008118152618408203
95880075154825.89,0.0008089542388916016
2835253029227.8784,0.0007829666137695312
65382690708941.0,0.0010581016540527344
152682.55947305058,0.0012133121490478516
196918.6022183185,0.0011448860168457031
164595.84607561576,0.0011370182037353516
2579147.1564151864,0.0011420249938964844
844359.4788525352,0.0011792182922363281
152427.33541203124,0.0011372566223144531
522693.84832730005,0.0011248588562011719
578036.2200204525,0.001119852066040039
2579147.1564151864,0.001260995864868164
2066245.4722841894,0.0012660026550292969
