upperbound,upperbound-time
79851,7.200241088867188e-05
174305,3.719329833984375e-05
303187,2.7894973754882812e-05
11102,2.5033950805664062e-05
91976,2.09808349609375e-05
1032,3.3855438232421875e-05
40325,2.2172927856445312e-05
328064,2.6941299438476562e-05
