card,card-time
2880084.0,0.00020051002502441406
287475.0,9.250640869140625e-05
1441382.0,6.437301635742188e-05
46003613.34566545,5.626678466796875e-05
230643868.45518923,5.125999450683594e-05
23021394.648229547,5.745887756347656e-05
2750643.0,4.7206878662109375e-05
277497.0,5.1975250244140625e-05
1434510.0,4.5299530029296875e-05
8406747.163330056,4.506111145019531e-05
43425891.23250284,4.291534423828125e-05
4575407.681308901,4.1484832763671875e-05
