card,card-time
46003613.34566545,0.00025963783264160156
230643868.45518923,9.703636169433594e-05
23021394.648229547,7.82012939453125e-05
3684085215.718531,7.605552673339844e-05
8406747.163330056,7.343292236328125e-05
43425891.23250284,7.843971252441406e-05
4575407.681308901,6.771087646484375e-05
138586453.89252982,8.559226989746094e-05
