postgres,postgres-time
1333700.0,0.0016336441040039062
146.0,0.001073598861694336
276.0,0.0003809928894042969
711.0,0.0007719993591308594
251385.0,0.00048470497131347656
1.0,0.0007016658782958984
1.0,0.0004401206970214844
1.0,0.0008625984191894531
202491.0,0.00040912628173828125
146.0,0.0008196830749511719
42.0,0.0004673004150390625
108.0,0.0009453296661376953
723080.0,0.0003914833068847656
1.0,0.0007410049438476562
1.0,0.0003859996795654297
2.0,0.0008835792541503906
2609129.0,0.0003902912139892578
44663.0,0.0014870166778564453
43279.0,0.000347137451171875
218166.0,0.0007464885711669922
5872712.0,0.0010504722595214844
1793937.0,0.0003533363342285156
26499581.0,0.0007567405700683594
10508248.0,0.0006973743438720703
2248516.0,0.0005750656127929688
686854.0,0.000408172607421875
26499581.0,0.0007183551788330078
4023348.0,0.0007002353668212891
10200868.0,0.0003528594970703125
3116058.0,0.0003421306610107422
26499581.0,0.0006725788116455078
18252765.0,0.0006940364837646484
182251.0,0.0003485679626464844
1793937.0,0.0003407001495361328
822375.0,0.0006968975067138672
326108.0,0.0007088184356689453
69779.0,0.0003437995910644531
686854.0,0.0003390312194824219
822375.0,0.0006735324859619141
124859.0,0.0006992816925048828
316569.0,0.00034546852111816406
3116058.0,0.00034809112548828125
822375.0,0.0007781982421875
566447.0,0.0007834434509277344
5872712.0,0.0004591941833496094
528871.0,0.00042510032653808594
7812343.0,0.00078582763671875
3097939.0,0.0007085800170898438
2248516.0,0.0004119873046875
202491.0,0.0003516674041748047
7812343.0,0.0008349418640136719
1186121.0,0.0008819103240966797
10200868.0,0.0005121231079101562
918645.0,0.00044918060302734375
7812343.0,0.0008130073547363281
5381097.0,0.0007219314575195312
38.0,0.0004520416259765625
3555.0,0.0018000602722167969
5502864.0,0.0003516674041748047
1348.0,0.0009334087371826172
91.0,0.0003724098205566406
64853260.0,0.0006902217864990234
731.0,0.00035500526428222656
3267.0,0.0007758140563964844
1.0,0.0003609657287597656
3555.0,0.0007085800170898438
731.0,0.0003476142883300781
1.0,0.0008013248443603516
134.0,0.0003616809844970703
3555.0,0.0007147789001464844
19650268.0,0.00035071372985839844
4813.0,0.0007925033569335938
2452698.0,0.0003466606140136719
64853260.0,0.0008704662322998047
19650268.0,0.00039958953857421875
87799819.0,0.0009667873382568359
4176090.0,0.0004329681396484375
641877.0,0.00043511390686035156
20096435.0,0.0004036426544189453
7381765.0,0.00043082237243652344
7617833.0,0.0008091926574707031
2609129.0,0.0004322528839111328
19022388.0,0.0008642673492431641
2697787.0,0.00042939186096191406
2784062.0,0.00070953369140625
2609129.0,0.0003147125244140625
6952043.0,0.0007653236389160156
259751.0,0.00041937828063964844
268058.0,0.00069427490234375
2609129.0,0.0003170967102050781
669364.0,0.0007710456848144531
2922219.0,0.000377655029296875
7617833.0,0.0006840229034423828
1032876.0,0.0003514289855957031
7530391.0,0.0008616447448730469
715536.0,0.00040793418884277344
7617833.0,0.0007770061492919922
252910.0,0.0004658699035644531
1843895.0,0.0008869171142578125
5016952.0,0.0004227161407470703
1034634.0,0.00047087669372558594
13056293.0,0.0008065700531005859
5177392.0,0.0008254051208496094
1920867.0,0.00047779083251953125
396136.0,0.0003829002380371094
13056293.0,0.0007185935974121094
1982297.0,0.0007653236389160156
24964906.0,0.00037479400634765625
1797154.0,0.00036716461181640625
37403435.0,0.0007193088531494141
25763284.0,0.000904083251953125
3206.0,0.000438690185546875
450131.0,0.0004127025604248047
5011.0,0.0007917881011962891
1691.0,0.0007600784301757812
9500.0,0.00035500526428222656
1333700.0,0.00041937828063964844
5011.0,0.0008199214935302734
5011.0,0.0007996559143066406
4078307.0,0.0004038810729980469
2352121.0,0.00034809112548828125
4668605.0,0.0006892681121826172
4208732.0,0.0007150173187255859
137447.0,0.0004119873046875
41777.0,0.00040221214294433594
121233.0,0.000385284423828125
274870.0,0.0007414817810058594
797640.0,0.0007212162017822266
242444.0,0.0007467269897460938
24985.0,0.0007543563842773438
72505.0,0.0007929801940917969
22038.0,0.0007796287536621094
144998.0,0.0014269351959228516
13180.0,0.0013585090637207031
116010.0,0.00034618377685546875
1.0,0.0003573894500732422
2609129.0,0.00035881996154785156
1.0,0.0007293224334716797
119720.0,0.0007216930389404297
1.0,0.0008168220520019531
1.0,0.0008349418640136719
119720.0,0.0007605552673339844
1.0,0.0007183551788330078
1.0,0.0015308856964111328
1.0,0.0015146732330322266
505189.0,0.0003724098205566406
153553.0,0.0003540515899658203
445594.0,0.0003542900085449219
274870.0,0.0006730556488037109
797640.0,0.0006899833679199219
242444.0,0.0006670951843261719
91835.0,0.00080108642578125
266494.0,0.0008897781372070312
81002.0,0.0008597373962402344
144998.0,0.001459360122680664
48444.0,0.0015387535095214844
799853.0,0.00046181678771972656
347473.0,0.00038123130798339844
119741.0,0.0004093647003173828
1619499.0,0.00075531005859375
558085.0,0.0007448196411132812
242444.0,0.0006742477416992188
421933.0,0.0008232593536376953
145400.0,0.0007405281066894531
63165.0,0.0009000301361083984
294398.0,0.0017113685607910156
76701.0,0.0015368461608886719
50907.0,0.0004832744598388672
18180.0,0.0005946159362792969
178948.0,0.00049591064453125
233949.0,0.0010161399841308594
2302813.0,0.0009274482727050781
822375.0,0.0008673667907714844
9254.0,0.0007462501525878906
91090.0,0.0007791519165039062
32530.0,0.0008454322814941406
418613.0,0.0014615058898925781
16559.0,0.0014729499816894531
335298.0,0.00038814544677734375
119741.0,0.00034928321838378906
1178635.0,0.00034499168395996094
233949.0,0.0007128715515136719
2302813.0,0.0007109642028808594
822375.0,0.0006866455078125
60952.0,0.0006895065307617188
599960.0,0.0008213520050048828
214256.0,0.0007748603820800781
418613.0,0.0015826225280761719
109063.0,0.001527547836303711
510339.0,0.0005025863647460938
182251.0,0.000446319580078125
1793937.0,0.0004744529724121094
233949.0,0.0008232593536376953
2302813.0,0.0008025169372558594
822375.0,0.0007486343383789062
92771.0,0.0007684230804443359
913166.0,0.0007102489471435547
326108.0,0.0007758140563964844
418613.0,0.0014119148254394531
165998.0,0.0013437271118164062
1664466.0,0.00035881996154785156
1414568.0,0.0003731250762939453
2452698.0,0.0003497600555419922
3168239.0,0.0006935596466064453
5493363.0,0.0007224082946777344
4668605.0,0.0006844997406005859
1717696.0,0.0007181167602539062
2978287.0,0.0007975101470947266
2531135.0,0.0006930828094482422
5669040.0,0.0013225078582763672
3073532.0,0.0015139579772949219
578665.0,0.0004858970642089844
491786.0,0.0004124641418457031
852700.0,0.0005271434783935547
3168239.0,0.0008723735809326172
5493363.0,0.0007202625274658203
4668605.0,0.0006539821624755859
597171.0,0.0008563995361328125
1035425.0,0.0008707046508789062
879969.0,0.0008845329284667969
5669040.0,0.001361846923828125
1068538.0,0.0013811588287353516
2114640.0,0.0004475116729736328
1797154.0,0.00039124488830566406
3116058.0,0.00043511390686035156
3168239.0,0.0007653236389160156
5493363.0,0.0007843971252441406
4668605.0,0.0007660388946533203
2182266.0,0.0007746219635009766
3783798.0,0.0007998943328857422
