truth,execution-time,plan-time
1,36.373,0.727
1,5314.985,0.301
1,883.342,0.324
1,434.42,0.207
1,1506.19,0.342
1,320.068,0.328
1,187.972,0.495
1,296.797,0.375
1,321.316,0.401
1,190.178,0.445
1,122.242,0.43
1,265.103,0.441
1,109.211,0.463
1,65.338,0.434
1,1620.911,0.396
1,113.714,0.456
1,31.223,0.359
1,87.095,0.352
1,47.208,0.264
1,233.933,0.295
1,82.64,0.314
1,592.861,0.433
1,260.425,0.424
1,49.685,0.402
1,256.734,0.919
1,83.444,0.538
1,198.02,0.928
1,2751.304,0.606
1,242.905,0.66
1,53819.509,0.897
1,1915.876,0.899
1,9334.737,1.022
1,228.495,1.022
1,112022.296,0.956
1,588.108,0.9
1,87.632,0.93
1,812.624,0.885
1,20311.3,0.906
1,586.854,0.926
1,66.037,0.593
1,31.911,0.605
1,414.222,0.514
1,1871.695,0.915
1,776.98,0.883
1,307.379,0.88
1,467.021,1.694
1,18079.184,1.794
1,52.307,1.877
1,3789.256,1.805
1,493.744,1.82
1,14280.166,1.791
1,46516.01,1.826
1,252.585,0.933
1,35.429,0.985
1,350.978,1.146
1,3329.675,1.209
1,86.54,1.217
-1,0.0,0.0
1,22397.679,2.603
1,2454.831,1.699
1,262.213,1.728
1,64.101,1.703
1,89.173,1.66
1,446.987,1.769
1,91.115,1.77
1,616.804,1.773
1,22.353,1.8
1,237777.317,2.09
1,21862.357,2.135
1,42248.402,2.096
1,13189.387,2.128
1,878.238,2.079
1,507.572,2.088
1,6934.512,1.653
1,1173.719,1.616
1,368.659,1.654
1,1459.316,1.661
1,157.723,1.65
1,983.318,1.643
1,310.138,0.471
1,162.555,0.466
1,451.24,0.411
1,516.615,0.406
1,1802.875,0.468
1,2350.178,0.463
1,433.486,0.536
1,230.403,0.404
1,1596.58,0.395
1,343.094,0.445
1,235.887,0.449
1,788.826,0.444
1,199.368,0.315
1,717.138,0.381
1,295.553,0.38
1,1263.202,0.822
1,927.765,0.843
1,9039.039,0.925
1,8048.54,0.905
1,466.375,0.892
1,247.436,0.593
1,321.819,0.6
1,606.751,0.607
1,877.582,0.972
1,8001.041,0.986
1,42954.998,0.958
1,1388.959,0.972
1,99865.87,0.955
1,141521.84,0.961
1,672.843,1.715
1,561.978,1.724
1,1035.336,1.711
1,809.583,1.731
1,3961.639,0.952
1,3970.829,0.969
1,8999.171,0.97
1,614.955,0.975
1,280.514,0.551
1,436.841,0.548
1,578.704,0.968
-1,0.0,0.0
1,1574.023,0.971
-1,0.0,0.0
1,28709.884,0.895
1,1420.003,0.946
1,96.694,0.954
1,583064.551,0.88
1,341.837,1.894
1,436.318,1.872
1,460.896,1.861
1,268.548,1.079
1,3380.358,1.854
1,1269.749,1.862
1,2908.044,1.856
1,288.692,1.924
1,541189.688,1.861
1,60674.601,1.829
1,334.618,0.924
1,8125.639,1.102
1,869.927,1.748
1,18126.838,3.392
1,47796.931,3.383
1,49978.434,3.41
1,24794.453,3.431
1,4044.07,1.683
1,453.751,2.131
1,577.771,2.138
