truth,execution-time,plan-time
1,36.486,0.748
1,5250.77,0.335
1,870.038,0.317
1,429.046,0.208
1,1490.521,0.326
1,321.269,0.338
1,186.482,0.493
1,293.954,0.383
1,317.216,0.397
1,188.873,0.43
1,121.919,0.46
1,263.837,0.465
1,108.462,0.455
1,30.026,0.456
1,1774.213,0.409
1,110.977,0.467
1,31.088,0.372
1,85.625,0.354
1,46.546,0.248
1,152.354,0.309
1,81.871,0.311
1,586.44,0.404
1,257.042,0.404
1,49.255,0.395
1,165.49,0.892
1,77.131,0.536
1,61.179,0.92
1,2698.199,0.582
1,235.823,0.669
-1,0.0,0.0
1,4901.447,0.869
1,8933.807,0.986
1,214.078,0.968
-1,0.0,0.0
1,1918.571,0.925
1,83.784,0.916
1,635.827,0.893
-1,0.0,0.0
1,566.242,0.87
1,69.097,0.582
1,17.194,0.572
1,445.353,0.502
1,1360.432,0.829
1,1205.238,0.871
1,24.039,0.828
1,419.319,1.594
-1,0.0,0.0
1,83.661,1.784
1,4901.476,1.686
1,469.229,1.748
-1,0.0,0.0
-1,0.0,0.0
1,236.761,0.938
1,18.346,0.929
1,22.846,1.163
1,3538.023,1.145
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
1,2456.088,1.682
1,258.566,1.721
1,64.291,1.664
1,89.761,1.669
1,448.101,1.794
1,89.149,1.748
1,600.131,1.716
1,21.733,1.785
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
1,874.867,2.106
1,505.389,2.077
1,7334.387,1.635
1,1211.577,1.682
1,375.028,1.688
1,1447.584,1.633
1,155.031,1.639
1,966.915,1.599
1,308.594,0.476
1,163.427,0.416
1,447.091,0.364
1,518.193,0.39
1,1786.877,0.443
1,2389.398,0.437
1,427.388,0.541
1,224.387,0.378
1,1595.598,0.385
1,351.859,0.459
1,244.724,0.454
1,800.675,0.45
1,204.521,0.313
1,732.294,0.403
1,303.917,0.379
1,1331.322,0.821
1,1006.305,0.852
1,9208.216,0.939
1,8537.119,0.928
1,495.476,0.918
1,250.074,0.592
1,317.938,0.596
1,586.451,0.61
1,873.694,0.968
1,8006.802,0.976
-1,0.0,0.0
1,1454.586,1.007
-1,0.0,0.0
-1,0.0,0.0
1,668.065,1.72
1,553.856,1.71
1,1022.087,1.668
1,799.281,1.696
1,3911.605,0.933
1,4694.024,0.958
-1,0.0,0.0
1,629.279,0.942
1,274.965,0.534
1,409.633,0.536
1,579.916,0.932
-1,0.0,0.0
1,1562.21,0.956
-1,0.0,0.0
-1,0.0,0.0
1,1413.591,0.933
1,94.304,0.938
-1,0.0,0.0
1,342.366,1.874
1,426.917,1.854
1,457.478,1.827
1,265.49,1.055
1,3338.714,1.83
1,1247.343,1.83
1,2858.188,1.828
1,281.929,1.872
-1,0.0,0.0
-1,0.0,0.0
1,349.067,0.961
1,8377.069,1.102
1,887.39,1.784
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
1,4046.412,1.68
1,446.932,2.154
1,555.387,2.195
