truth,execution-time,plan-time
1,34.423,0.308
1,5160.013,0.169
1,849.835,0.208
1,423.809,0.196
1,1475.535,0.178
1,316.02,0.206
1,183.956,0.346
1,287.484,0.343
1,320.317,0.374
1,186.316,0.402
1,119.991,0.391
1,257.982,0.407
1,106.547,0.431
1,29.428,0.422
1,1642.144,0.389
1,110.009,0.455
1,31.542,0.274
1,84.763,0.346
1,44.153,0.232
1,146.238,0.264
1,78.387,0.263
1,587.247,0.376
1,259.46,0.391
1,45.951,0.377
1,162.659,0.841
1,77.169,0.484
1,59.024,0.892
1,2662.445,0.553
1,233.981,0.662
1,53374.265,0.881
1,1491.91,0.861
1,3183.179,1.008
1,161.245,0.996
1,110082.122,0.886
1,585.285,0.924
1,51.587,0.908
1,613.056,0.861
1,16196.774,0.89
1,456.653,0.904
1,63.93,0.577
1,16.914,0.562
1,374.274,0.472
1,1345.413,0.824
1,453.352,0.872
1,18.975,0.854
1,269.847,1.601
1,9487.146,1.759
1,33.831,1.875
1,3709.403,1.748
1,39.34,1.783
1,13850.564,1.746
1,45615.776,1.793
1,229.243,0.928
1,15.48,0.927
1,23.161,1.102
1,3252.974,1.179
1,20.05,1.163
-1,0.0,0.0
1,21401.175,2.25
1,2321.781,1.614
1,248.054,1.647
1,60.598,1.555
1,83.514,1.573
1,421.848,1.661
1,85.295,1.649
1,577.031,1.655
1,20.765,1.7
1,232376.109,1.972
1,21780.839,2.127
1,41197.41,2.077
1,12815.616,2.106
1,861.307,2.07
1,494.46,2.056
1,6894.97,1.617
1,1201.798,1.661
1,366.693,1.646
1,1430.151,1.637
1,156.76,1.626
1,985.23,1.613
1,302.264,0.476
1,160.043,0.447
1,433.263,0.373
1,516.752,0.402
1,1775.894,0.464
1,2377.261,0.445
1,421.053,0.536
1,214.013,0.395
1,1631.943,0.376
1,348.63,0.456
1,242.3,0.447
1,810.897,0.445
1,205.694,0.304
1,759.69,0.395
1,303.857,0.372
1,1298.956,0.804
1,951.586,0.843
1,9018.052,0.95
1,8302.238,0.93
1,477.225,0.989
1,245.154,0.586
1,315.62,0.6
1,591.703,0.614
1,876.41,0.954
1,7951.346,0.962
1,43370.493,0.981
1,1417.805,0.993
1,99218.447,0.977
1,142440.041,0.967
1,666.325,1.704
1,559.319,1.696
1,1027.049,1.689
1,801.949,1.709
1,3951.688,0.94
1,4036.418,0.973
1,9065.199,0.942
1,605.961,0.962
1,274.02,0.524
1,408.838,0.533
1,572.147,0.939
-1,0.0,0.0
1,1497.321,1.005
-1,0.0,0.0
1,27413.84,0.894
1,1372.228,0.91
1,93.909,0.908
1,552749.38,0.868
1,323.2,1.807
1,411.833,1.746
1,449.113,1.766
1,255.419,1.027
1,3278.369,1.778
1,1202.9,1.791
1,2762.432,1.767
1,282.749,1.841
1,531490.056,1.772
1,65685.439,1.863
1,345.032,0.986
1,8285.37,1.114
1,882.939,1.785
1,18516.891,3.474
1,49241.456,3.462
1,49388.624,3.465
1,24656.087,3.424
1,4172.577,1.742
1,466.862,2.228
1,588.809,2.237
