truth,execution-time,plan-time
1,34.134,0.303
1,5192.29,0.175
1,852.728,0.207
1,424.474,0.192
1,1478.473,0.183
1,320.177,0.207
1,185.208,0.377
1,294.086,0.375
1,323.488,0.371
1,186.223,0.425
1,120.626,0.399
1,291.044,0.406
1,107.811,0.433
1,29.342,0.412
1,1644.72,0.387
1,114.896,0.468
1,31.595,0.297
1,84.759,0.359
1,44.592,0.236
1,233.042,0.273
1,79.441,0.308
1,897.963,0.406
1,257.732,0.416
1,46.701,0.392
1,168.047,0.855
1,78.108,0.504
1,60.324,0.917
1,2672.373,0.558
1,234.493,0.639
1,37373.095,0.877
1,1623.092,0.886
1,3274.116,1.014
1,195.613,1.015
1,110173.886,0.877
1,1881.639,0.915
1,82.269,0.905
1,638.443,0.875
1,16319.215,0.872
1,456.739,0.907
1,67.466,0.561
1,16.762,0.547
1,433.205,0.467
1,1427.471,0.821
1,543.135,0.868
1,19.012,0.854
1,272.786,1.6
-1,0.0,0.0
1,86.802,1.855
1,5071.508,1.767
1,483.752,1.761
1,20568.991,1.742
1,56125.632,1.748
1,232.853,0.928
1,18.294,0.905
1,23.147,1.095
1,3489.611,1.128
1,13435.276,1.125
-1,0.0,0.0
1,21693.77,2.35
1,2324.581,1.613
1,247.616,1.647
1,60.507,1.558
1,83.71,1.572
1,424.978,1.669
1,85.148,1.674
1,572.327,1.636
1,20.955,1.698
1,234111.847,1.946
1,21564.096,2.125
1,40069.905,2.015
1,12360.004,2.032
1,830.959,2.007
1,481.165,1.988
1,6613.792,1.571
1,1160.159,1.617
1,353.111,1.597
1,1383.324,1.577
1,149.277,1.565
1,941.11,1.561
1,290.437,0.461
1,153.02,0.427
1,418.003,0.365
1,495.468,0.391
1,1689.431,0.437
1,2308.648,0.437
1,410.288,0.531
1,206.256,0.376
1,1587.477,0.366
1,334.958,0.435
1,234.551,0.442
1,773.83,0.442
1,198.032,0.292
1,736.678,0.38
1,293.858,0.362
1,1262.202,0.775
1,916.356,0.811
1,8669.777,0.912
1,8031.724,0.94
1,469.903,0.902
1,248.381,0.594
1,309.592,0.598
1,572.291,0.589
1,843.331,0.935
1,7672.377,0.941
1,41802.11,0.946
1,1371.978,0.969
1,95683.495,0.945
1,143901.948,0.954
1,665.924,1.716
1,557.766,1.692
1,1029.364,1.653
1,801.501,1.73
1,3947.721,0.922
1,3942.634,0.957
1,8950.872,0.956
1,606.564,0.946
1,274.525,0.506
1,408.51,0.523
1,572.075,0.94
-1,0.0,0.0
1,1535.369,0.956
-1,0.0,0.0
1,28493.76,0.93
1,1410.682,0.946
1,95.81,0.929
1,566535.741,0.867
1,335.047,1.878
1,427.361,1.812
1,459.757,1.838
1,263.361,1.049
1,3369.317,1.827
1,1237.542,1.846
1,2847.962,1.824
1,289.673,1.892
1,544161.132,1.811
1,62392.905,1.829
1,334.194,0.926
1,8238.79,1.128
1,882.279,1.784
1,18545.395,3.459
1,48872.338,3.407
1,50074.476,3.465
1,24969.067,3.54
1,4179.923,1.74
1,460.099,2.181
1,577.953,2.207
