truth,execution-time,plan-time
1,34.138,0.313
1,5063.586,0.16
1,820.853,0.2
1,408.699,0.189
1,1417.318,0.184
1,317.646,0.205
1,320.02,0.367
1,427.778,0.346
1,477.556,0.37
1,250.47,0.418
1,183.564,0.426
1,299.609,0.427
1,160.461,0.443
1,98.766,0.449
1,2101.781,0.392
1,193.794,0.45
1,35.086,0.287
1,186.546,0.335
1,44.078,0.269
1,227.674,0.268
1,118.432,0.286
1,896.062,0.406
1,81.275,0.424
1,41.541,0.404
1,341.366,0.866
1,152.271,0.509
1,128.98,0.895
1,3426.204,0.591
1,278.328,0.629
1,56465.953,0.891
1,1790.258,0.885
1,4070.365,1.015
1,327.11,1.002
1,143233.583,0.883
1,727.709,0.891
1,121.747,0.895
1,597.28,0.852
1,20471.513,0.862
1,606.417,0.905
1,195.45,0.593
1,46.684,0.593
1,799.732,0.514
1,1829.876,0.825
1,503.565,0.853
1,167.992,0.852
1,506.205,1.675
1,14937.966,1.766
1,2462.607,1.864
1,4932.437,1.791
1,67.22,1.78
1,20610.732,1.751
1,55949.197,1.756
1,961.003,0.928
1,123.845,0.943
1,91.788,1.139
1,2964.637,1.161
1,204.631,1.156
-1,0.0,0.0
1,22372.35,2.318
1,2423.731,1.662
1,259.774,1.712
1,64.187,1.669
1,89.201,1.674
1,443.49,1.764
1,88.613,1.746
1,608.115,1.708
1,21.941,1.762
1,238657.23,2.022
1,21777.264,2.112
1,41159.62,2.09
1,12847.248,2.115
1,860.116,2.067
1,500.181,2.092
1,6900.1,1.617
1,1205.767,1.675
1,367.79,1.655
1,1436.522,1.639
1,157.513,1.628
1,968.267,1.62
1,304.847,0.481
1,162.16,0.454
1,445.607,0.397
1,515.97,0.4
1,1754.016,0.466
1,2402.529,0.458
1,422.562,0.532
1,213.818,0.39
1,1646.544,0.379
1,350.162,0.466
1,243.267,0.456
1,809.729,0.452
1,206.162,0.313
1,760.533,0.41
1,305.11,0.37
1,1311.759,0.807
1,962.606,0.857
1,9028.163,0.956
1,8341.994,0.935
1,477.898,0.92
1,246.696,0.59
1,316.131,0.601
1,592.861,0.608
1,876.102,0.951
1,7977.084,0.978
1,43398.203,0.98
1,1422.297,0.988
1,98491.044,0.971
1,143672.216,0.966
1,667.684,1.713
1,560.969,1.69
1,1028.38,1.672
1,803.331,1.691
1,3991.815,0.922
1,3989.735,0.96
1,9024.572,0.972
1,607.231,0.955
1,276.283,0.509
1,408.607,0.531
1,572.151,0.935
-1,0.0,0.0
1,1536.038,0.954
-1,0.0,0.0
1,28149.027,0.922
1,1412.966,0.937
1,95.543,0.928
1,560914.392,0.856
1,323.049,1.808
1,409.755,1.755
1,445.93,1.742
1,255.774,1.028
1,3243.793,1.777
1,1201.429,1.798
1,2760.003,1.759
1,280.68,1.848
1,541324.965,1.771
1,62329.022,1.87
1,344.717,0.95
1,8227.707,1.078
1,880.737,1.777
1,18453.6,3.485
1,48736.466,3.464
1,49933.647,3.472
1,25134.545,3.534
1,4169.42,1.739
1,463.161,2.211
1,591.496,2.224
