truth,execution-time,plan-time
1,36.017,0.495
1,5209.796,0.316
1,899.634,0.324
1,435.46,0.211
1,1518.999,0.337
1,326.068,0.338
1,186.221,0.499
1,301.665,0.405
1,594.143,0.401
1,404.438,0.44
1,253.237,0.455
1,343.366,0.451
1,222.932,0.447
1,29.223,0.43
1,6385.666,0.395
1,262.431,0.44
1,30.462,0.365
1,83.806,0.334
1,173.082,0.228
1,301.242,0.305
1,110.078,0.303
1,1255.603,0.433
1,83.081,0.414
1,208.046,0.401
1,268.468,0.85
1,462.805,0.53
1,59.707,0.909
-1,0.0,0.0
1,239.865,0.652
-1,0.0,0.0
1,5172.104,0.889
1,9380.243,1.031
1,226.424,1.006
-1,0.0,0.0
1,1948.805,0.938
1,85.76,0.929
1,645.583,0.894
-1,0.0,0.0
1,591.287,0.917
1,70.813,0.574
1,17.441,0.581
1,453.665,0.516
1,1377.38,0.851
1,1148.569,0.885
1,25.071,0.836
1,416.359,1.582
-1,0.0,0.0
1,85.085,1.799
1,4932.676,1.695
1,471.915,1.736
-1,0.0,0.0
-1,0.0,0.0
1,239.347,0.946
1,18.295,0.928
1,23.087,1.095
1,3531.702,1.112
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
1,2479.191,1.687
1,263.229,1.737
1,65.337,1.726
1,93.21,1.673
1,453.478,1.856
1,92.211,1.816
1,635.597,1.785
1,22.707,1.87
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
1,853.436,2.02
1,500.743,2.011
1,6809.55,1.605
1,1232.199,1.666
1,376.241,1.675
1,1481.78,1.645
1,157.765,1.708
1,994.647,1.659
1,310.342,0.476
1,163.545,0.469
1,442.025,0.419
1,521.065,0.423
1,1810.593,0.466
1,2444.96,0.462
1,422.616,0.546
1,217.956,0.411
1,1671.32,0.411
1,357.819,0.475
1,251.485,0.482
1,831.428,0.466
1,209.96,0.341
1,752.766,0.428
1,310.373,0.475
1,1309.731,0.843
1,1029.727,0.86
1,8831.548,0.978
1,8537.12,0.919
1,502.451,0.926
1,254.688,0.602
1,322.432,0.61
1,605.703,0.612
1,881.401,0.969
1,8134.355,0.977
-1,0.0,0.0
1,1460.577,1.009
-1,0.0,0.0
-1,0.0,0.0
1,688.871,1.74
1,565.613,1.73
1,1045.486,1.728
1,816.033,1.708
1,3950.795,0.978
1,4723.426,0.962
-1,0.0,0.0
1,636.214,0.973
1,281.057,0.542
1,412.966,0.551
1,590.709,0.95
-1,0.0,0.0
1,1578.334,1.366
-1,0.0,0.0
-1,0.0,0.0
1,1416.916,0.989
1,97.535,0.95
-1,0.0,0.0
1,340.845,1.985
1,431.977,1.876
1,458.522,1.819
1,268.144,1.052
1,3379.21,1.826
1,1260.651,1.849
1,2873.078,1.837
1,279.144,1.914
-1,0.0,0.0
-1,0.0,0.0
1,356.875,0.968
1,8417.848,1.15
1,893.423,1.785
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
-1,0.0,0.0
1,4218.504,1.727
1,471.536,2.259
1,583.766,2.284
