truth,truth-time-postgres
54920,0.008507966995239258
5658754,0.14370107650756836
972148,0.11200881004333496
1132843,0.038583993911743164
4286976,0.07988142967224121
270290,0.02860879898071289
31497413,0.7110116481781006
7126,0.007904529571533203
417576,0.02658843994140625
20074606,0.4925956726074219
5918,0.006289005279541016
280253,0.03589439392089844
126297,0.01670241355895996
508986,0.04219698905944824
214570,0.019504785537719727
505257,0.04150557518005371
571229,0.04639554023742676
123267,0.014241933822631836
9194,0.005233287811279297
571229,0.04553723335266113
785647,0.04771780967712402
36576,0.010835409164428711
19972,0.007117033004760742
194867,0.022943496704101562
144246000,2.967137336730957
32476,0.010416269302368164
78001,0.011975526809692383
586076,0.032384395599365234
6297690,0.12269353866577148
43646,0.011791229248046875
15648,0.0035212039947509766
190786,0.019115447998046875
206359,0.028028249740600586
13162,0.010225772857666016
24,0.005950927734375
97,0.005570411682128906
5646178,0.1435086727142334
95075,0.013251543045043945
54772,0.0077555179595947266
5646178,0.2434983253479004
5654308,0.14304804801940918
29881,0.01073455810546875
35655,0.007268428802490234
144979,0.02254462242126465
537,0.004112958908081055
1717999,0.029964208602905273
50565,0.008490324020385742
7184,0.005612850189208984
214126,0.018935203552246094
42640,0.011708259582519531
42615,0.01672530174255371
7150,0.006166219711303711
64172,0.009155750274658203
7027,0.009248018264770508
212834,0.019178390502929688
48770,0.00913095474243164
179530,0.02851700782775879
210693,0.02128314971923828
22294,0.008337974548339844
18136,0.017870426177978516
1702469,0.031430721282958984
23149,0.0035283565521240234
60337,0.00920867919921875
1497901,0.028211593627929688
685590,0.03898453712463379
13764,0.0033860206604003906
41434,0.00648045539855957
93417,0.009783744812011719
16448,0.009742021560668945
282,0.004995107650756836
41434,0.006303071975708008
2745,0.008234977722167969
125751,0.018133163452148438
23245,0.008579254150390625
484538,0.0743260383605957
7175,0.006006956100463867
197175,0.02058720588684082
30675,0.013091802597045898
23149,0.013761520385742188
484409,0.07502388954162598
110436,0.03901815414428711
30670,0.018921613693237305
110410,0.04683828353881836
126627,0.01720905303955078
20500,0.008087396621704102
7191,0.0029249191284179688
52644,0.007822751998901367
20500,0.007588386535644531
102603,0.028337717056274414
5225,0.008484125137329102
15196,0.014049053192138672
20555173,0.4985682964324951
113652,0.023851394653320312
28108,0.01106715202331543
44519,0.012084484100341797
25288,0.007840633392333984
145,0.006429195404052734
69960977,8.807469606399536
149834,0.025244474411010742
1428,0.008535146713256836
1001,0.0062139034271240234
23348,0.025430917739868164
215706,0.01921224594116211
2193211,0.059549808502197266
63605,0.008872509002685547
54920,0.0066378116607666016
9618706,0.2263178825378418
211198,0.028748273849487305
2193211,0.1022489070892334
9618706,0.2172560691833496
71272,0.015484094619750977
148794,0.016030073165893555
7648,0.005747318267822266
39743,0.00765228271484375
1422391,0.0571749210357666
43109,0.01977825164794922
53640,0.012218475341796875
357951,0.035253047943115234
731047,0.019626855850219727
685590,0.015310287475585938
24925,0.0025000572204589844
866502,0.04827284812927246
25225,0.007460117340087891
54920,0.006415605545043945
91428706,2.0578572750091553
731047,0.04147458076477051
685590,0.03765535354614258
866502,0.04479479789733887
91428706,1.6055965423583984
262197,0.020618677139282227
606927,0.024529457092285156
19145,0.006970643997192383
256666,0.02168130874633789
24701,0.00617671012878418
44665,0.006783962249755859
12330515,0.30838990211486816
150157,0.020461082458496094
296708,0.022394180297851562
176588,0.01794290542602539
3716570,0.0956723690032959
127293902,2.7406768798828125
6284116,0.13539552688598633
43982,0.012197256088256836
7898322,0.10567688941955566
91516,0.013901472091674805
13131,0.008165359497070312
-1,-1.0
1248055,0.0805654525756836
126074,0.016491413116455078
227029,0.017699718475341797
8153432,0.22800064086914062
144246000,2.9594361782073975
217941,0.014685630798339844
12922,0.0084228515625
304701,0.03224349021911621
38448,0.010825872421264648
24,0.006042003631591797
749196518,9.19066858291626
93890,0.018845796585083008
97,0.0074121952056884766
249,0.02616262435913086
1979,0.0195314884185791
1230037,0.028543472290039062
1823357,0.05240440368652344
17361,0.007063388824462891
685590,0.014502763748168945
24067,0.0034253597259521484
53045,0.006221771240234375
222876850,5.467315673828125
1200159,0.029462099075317383
1782055,0.07755327224731445
647697,0.0358884334564209
220322293,5.28046178817749
147204,0.027019023895263672
5658754,0.13497185707092285
64990,0.01155996322631836
22138,0.0075342655181884766
611,0.005365610122680664
46778,0.006276845932006836
25282248,2.660562515258789
42838,0.015075922012329102
1226417,0.06310009956359863
10861,0.008314371109008789
1616677,0.21430397033691406
146442,0.025687694549560547
5658754,0.13376450538635254
30988,0.010239362716674805
21903,0.007425546646118164
239,0.005456686019897461
37546,0.005990505218505859
25229976,2.6869113445281982
2357,0.008749008178710938
155944,0.02196502685546875
1879,0.008400440216064453
28340,0.011215925216674805
23366,0.007520437240600586
450560,0.03393673896789551
623622,0.045807838439941406
38797,0.01150369644165039
46316,0.008285284042358398
731645,0.06320548057556152
136865,0.02315807342529297
171236,0.02058863639831543
2258074,0.08762121200561523
234355,0.018911123275756836
944786,0.05208873748779297
941686,0.04939413070678711
5555509,0.14775848388671875
93684,0.012483358383178711
283230,0.024235963821411133
