wjsample,wjsample-time
374236.0,0.805
9885.0,0.376
-1.0,-1.0
-1.0,-1.0
126563.0,0.503
-1.0,-1.0
71419.0,0.471
161376.0,0.535
-1.0,-1.0
49424.0,0.476
111677.0,0.558
63018.0,0.475
27374049.0,1.699
47625429.0,1.559
15277.0,0.696
7405224.0,1.553
8621.0,0.655
19480.0,0.688
-1.0,-1.0
-1.0,-1.0
-1.0,-1.0
140739.0,1.165
-1.0,-1.0
-1.0,-1.0
13323.0,1.5
30105.0,1.483
16989.0,1.397
-1.0,-1.0
-1.0,-1.0
690.0,0.199
1066102.0,0.529
